Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,VSpd(m/s),Rud,Ele,Thr,Ail,S1,S2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2023-12-03,15:13:13.490,-94,0,92,6,0,5,25,-82,100,12,51.497241 -0.098795,48.1,178.2,106,12,11.5,4.3,970,61,-0.09,0.28,2.51,AH,0.6,-1,4,780,167,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1574,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:13.990,-95,0,91,7,0,5,25,-80,100,10,51.497235 -0.098827,48.1,178.2,106,12,11.5,4.3,970,61,-0.09,0.28,2.51,AH,0.6,-1,3,780,145,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1563,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:14.490,-92,0,92,8,0,5,25,-80,100,12,51.497230 -0.098859,48.1,178.2,106,12,11.5,6.0,977,59,-0.09,0.28,2.51,AH,0.6,-1,1,780,49,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1514,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:14.990,-92,0,94,8,0,5,25,-81,100,12,51.497225 -0.098891,48.1,178.2,106,12,11.5,6.0,977,59,-0.09,0.28,2.51,AH,0.6,-1,0,780,1,371,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:15.490,-91,0,98,8,0,5,25,-82,100,12,51.497220 -0.098923,48.1,178.2,106,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,0.6,-1,0,780,-2,370,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:15.990,-92,0,96,9,0,5,25,-82,100,11,51.497216 -0.098955,48.1,178.2,106,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,0.6,-1,-4,780,-457,370,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1278,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:16.490,-94,0,98,9,0,5,25,-83,100,11,51.497211 -0.098987,48.1,178.2,106,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,0.6,-1,-1,780,-439,370,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1287,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:16.990,-90,0,98,10,0,5,25,-79,100,5,51.497207 -0.099019,48.1,178.2,106,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,1.0,-1,0,780,-443,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1285,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:17.490,-90,0,98,9,0,5,25,-78,100,12,51.497202 -0.099051,48.1,178.2,106,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,1.0,-2,1,780,-287,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1364,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:17.990,-89,0,99,11,0,5,25,-78,100,13,51.497198 -0.099084,48.1,178.2,106,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,1.0,-1,0,780,-304,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1356,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:18.490,-89,0,100,11,0,5,25,-80,100,12,51.497194 -0.099116,48.1,178.2,106,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,1.0,-1,3,780,-19,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:18.990,-89,0,100,10,0,5,25,-80,100,12,51.497190 -0.099148,41.1,233.5,107,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,1.0,-1,0,780,-2,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:19.490,-89,0,100,11,0,5,25,-79,100,13,51.497186 -0.099181,41.1,233.5,107,12,11.5,6.0,977,59,-0.26,0.09,-2.62,AH,1.0,-1,-7,780,-323,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1346,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:19.990,-90,0,100,9,0,5,25,-82,100,12,51.497183 -0.099213,41.1,233.5,107,12,11.4,6.4,987,58,-0.26,0.09,-2.62,AH,1.0,-1,0,780,-121,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1449,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:20.490,-91,0,98,10,0,5,25,-81,100,10,51.497179 -0.099246,41.1,233.5,107,12,11.4,6.4,987,58,-0.26,0.09,-2.62,AH,1.0,-1,-1,780,-1,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:20.990,-90,0,97,9,0,5,25,-81,100,11,51.497176 -0.099278,41.1,233.5,107,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,1.0,-1,-3,780,21,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:21.490,-89,0,97,11,0,5,25,-83,100,11,51.497173 -0.099311,41.1,233.5,107,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,1.0,-1,-4,780,-317,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1349,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:21.990,-92,0,98,10,0,5,25,-87,100,9,51.497170 -0.099343,41.1,233.5,107,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,1.0,-1,1,780,-4,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:22.490,-94,0,93,9,0,5,25,-84,100,10,51.497167 -0.099376,41.1,233.5,107,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,1.0,-1,0,780,-1,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:22.990,-93,0,92,9,0,5,25,-88,100,8,51.497164 -0.099409,41.1,233.5,107,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,-0.3,-2,-4,781,-301,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1357,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:23.490,-97,0,97,5,0,5,25,-85,100,6,51.497162 -0.099441,41.1,233.5,107,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,-0.3,-1,-1,780,0,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:23.990,-96,0,95,6,0,5,25,-83,100,11,51.497159 -0.099474,41.1,233.5,107,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,-0.3,-1,-1,780,-2,370,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:24.490,-95,0,100,8,0,5,25,-84,100,9,51.497157 -0.099507,39.1,209.2,112,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,-0.3,-1,-3,780,-8,371,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:24.990,-94,0,96,8,0,5,25,-85,100,10,51.497155 -0.099540,39.1,209.2,112,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,-0.3,-1,-1,780,1,370,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:25.490,-95,0,98,7,0,5,25,-83,100,11,51.497153 -0.099572,39.1,209.2,112,12,11.4,6.4,987,58,-0.06,-0.26,-2.65,AH,-0.3,-1,-4,780,-221,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1398,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:25.990,-94,0,96,9,0,5,25,-92,100,0,51.497151 -0.099605,39.1,209.2,112,12,11.5,3.9,995,60,-0.06,-0.26,-2.65,AH,-0.3,-1,-4,780,-310,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1353,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:26.490,-93,0,94,7,0,5,25,-80,100,11,51.497149 -0.099638,39.1,209.2,112,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,-0.3,-2,-4,780,-309,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1353,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:26.990,-92,0,96,9,0,5,25,-79,100,12,51.497148 -0.099671,39.1,209.2,112,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,-0.3,-1,-4,780,-303,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1356,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:27.490,-89,0,97,9,0,5,25,-77,100,13,51.497147 -0.099704,39.1,209.2,112,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,-0.3,-2,-4,780,-306,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1355,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:27.990,-86,0,99,12,0,5,25,-76,100,13,51.497145 -0.099737,39.1,209.2,112,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,-0.3,-1,-4,780,-307,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1354,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:28.490,-86,0,99,12,0,5,25,-75,100,13,51.497144 -0.099769,39.1,209.2,112,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,0.0,-2,0,780,-146,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1436,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:28.990,-85,0,99,11,0,5,25,-77,100,13,51.497143 -0.099802,39.1,209.2,112,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,0.0,-1,-1,780,-228,370,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1394,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:29.490,-85,0,99,12,0,5,25,-76,100,13,51.497142 -0.099835,39.1,209.2,112,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,0.0,-1,-3,780,-271,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1372,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:29.990,-84,0,99,12,0,5,25,-76,100,13,51.497142 -0.099868,42.9,194.7,110,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,0.0,-1,0,780,-7,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:30.490,-85,0,97,10,0,5,25,-77,100,12,51.497141 -0.099901,42.9,194.7,110,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,0.0,-2,0,780,-1,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:30.990,-86,0,100,11,0,5,25,-76,100,13,51.497141 -0.099934,42.9,194.7,110,12,11.5,3.9,995,60,0.03,-0.04,-2.62,AH,0.0,-2,-1,780,-2,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:31.490,-86,0,98,12,0,5,25,-75,100,12,51.497141 -0.099967,42.9,194.7,110,12,11.5,3.7,1001,61,0.03,-0.04,-2.62,AH,0.0,-1,0,780,95,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1538,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:31.990,-87,0,99,11,0,5,25,-78,100,12,51.497141 -0.100000,42.9,194.7,110,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.0,-1,-3,780,169,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1575,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:32.490,-87,0,99,11,0,5,25,-82,100,11,51.497141 -0.100033,42.9,194.7,110,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.0,-1,-3,780,154,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1568,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:32.990,-88,0,99,10,0,5,25,-82,100,11,51.497141 -0.100066,42.9,194.7,110,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.0,-1,-1,780,-1,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:33.490,-89,0,99,11,0,5,25,-82,100,11,51.497141 -0.100099,42.9,194.7,110,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.0,-1,-3,780,154,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1568,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:33.990,-91,0,98,9,0,5,25,-86,100,8,51.497142 -0.100132,42.9,194.7,110,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.1,-1,0,780,145,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1563,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:34.490,-90,0,97,10,0,5,25,-82,100,10,51.497142 -0.100165,42.9,194.7,110,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.1,-2,-1,780,58,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1519,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:34.990,-89,0,96,11,0,5,25,-76,100,13,51.497143 -0.100198,42.9,194.7,110,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.1,-1,-1,780,68,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1524,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:35.490,-86,0,98,11,0,5,25,-76,100,13,51.497144 -0.100231,44.1,168.4,108,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.1,-1,0,780,87,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1534,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:35.990,-85,0,98,12,0,5,25,-76,100,12,51.497145 -0.100263,44.1,168.4,108,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.1,-1,1,780,0,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:36.490,-83,0,98,12,0,5,25,-73,100,14,51.497147 -0.100296,44.1,168.4,108,12,11.5,3.7,1001,61,0.01,0.0,3.12,AH,0.1,-1,0,780,-1,371,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:36.990,-82,0,100,13,0,5,25,-73,100,13,51.497148 -0.100329,44.1,168.4,108,12,11.5,4.2,1007,60,0.01,0.0,3.12,AH,0.1,-1,0,780,-21,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:37.490,-82,0,100,12,0,5,25,-71,100,13,51.497149 -0.100362,44.1,168.4,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,0.1,-1,0,780,-4,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:37.990,-83,0,99,13,0,5,25,-76,100,13,51.497151 -0.100395,44.1,168.4,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,0.1,-1,0,780,-2,371,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:38.490,-85,0,98,12,0,5,25,-79,100,12,51.497153 -0.100428,44.1,168.4,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,0.1,-1,1,780,-2,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:38.990,-87,0,99,11,0,5,25,-82,100,10,51.497155 -0.100460,44.1,168.4,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,0.1,-1,-1,780,-5,371,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:39.490,-89,0,99,11,0,5,25,-76,100,11,51.497157 -0.100493,44.1,168.4,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,-0.1,-1,1,780,-2,371,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:39.990,-86,0,97,11,0,5,25,-74,100,14,51.497159 -0.100526,44.1,168.4,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,-0.1,-2,-10,780,0,371,571,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,1500,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:40.490,-81,0,98,13,0,5,25,-72,100,13,51.497162 -0.100559,44.1,168.4,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,-0.1,-1,319,780,0,371,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1652,1890,1500,2012,988,1500,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:40.990,-80,0,98,13,0,5,25,-72,100,13,51.497164 -0.100591,40.7,171.5,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,-0.1,-1,474,780,4,371,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1731,1890,1500,2012,988,1500,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:41.490,-82,0,98,13,0,5,25,-75,100,12,51.497167 -0.100624,40.7,171.5,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,-0.1,-1,75,780,2,371,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1528,1890,1500,2012,988,1500,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:13:41.990,-84,0,97,11,0,5,25,-73,100,14,51.497170 -0.100657,40.7,171.5,108,12,11.5,4.2,1007,60,-0.01,-0.03,3.1,AH,-0.1,-2,3,781,4,371,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,1500,1500,988,988,1685,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
